nl|Overeenkomstig het Reglement zullen de vragen 41 tot en met 44 schriftelijk worden beantwoord(1).
en|We look forward to working with Ukraine's new leadership to achieve our common goals.
nl|Als wij in Europa duurzaamheid willen moeten wij zorgen voor een groenere industrie en economie.
en|All this also means that action must be taken to reduce new disparities in development.
nl|Verder heeft mevrouw Neris echter een goed uitgangspunt voor de stemming in eerste lezing afgeleverd.
en|Higher levels of integration in various areas make it possible to increase development and progress.
nl|Ik denk dat dit redelijk is en dat het geen afbreuk doet aan het eindresultaat.
en|How can you know that this girl is doing it of her own free will?
nl|Er zijn tal van mogelijkheden om de CO2-emissies met veel voordeligere middelen te verminderen.
en|The McCartin report is an important part of the process of reforming the common policy.
nl|Bovendien moet het onze ambitie zijn de besluiten die reeds genomen zijn, uit te voeren.
en|I wonder, for example, if there is not a need to revise the inspections mandate.
nl|Wij hebben lang op deze dagen moeten wachten maar eindelijk konden wij de uitbreiding beklinken.
en|We have legislation and we have a ban in place, but it is not working.
nl|(DE) Mevrouw de Voorzitter, de economisch zwakkeren worden bij financiële crises altijd het zwaarste getroffen.
en|This trend is good for healthcare as well as being a requirement from patient organisations.
nl|In Australië bijvoorbeeld worden sport en culturele evenementen gefinancierd met een speciale heffing op tabaksproducten.
en|That is the case with the free trade agreement which is being negotiated with Canada.
nl|Ook is het zo dat minimumregels voor de hele interne markt een eerlijke concurrentie garanderen.
en|This is in fact what the Council decided at its ordinary meeting on 16 October.
nl|Ik hoop dat u zich ook sterk zult maken voor het opheffen van dat inreisverbod.
en|Two, it helps us work together and develop joint social indicators, for the first time.
nl|Ik denk daarbij aan het opnemen van doelstellingen met betrekking tot energieverbruik en CO2-uitstootreducties.
en|We actually need to follow that line of thinking and link up our best technologies.
nl|Elk medicijn heeft vele industriëlen heel veel geld opgeleverd, maar de pluimveehouders hebben geld verloren.
en|I welcome, too, the Commission's more positive view of certain of Parliament's amendments.
nl|Dat is het soort onrechtvaardigheid waar de Fair Trade-beweging probeert iets aan te doen.
en|I voted for the report on organic labelling because it still allows for national labelling.
nl|Nu vlak vóór de afronding van de intergouvernementele conferentie in Amsterdam heb ik hetzelfde gevoel.
en|Let me point out that we have also included Cyprus in one of the tables.
nl|Maar het is algemeen erkend dat de Unie hieraan slechts een marginale bijdrage kan leveren.
en|On the other hand, it has to consider the economic interests of producers and users.
nl|Er bestaan gewetenloze artsen en anderen die voor elke verminking 1000 tot 3000 mark opstrijken.
en|This is a disgraceful decision, one to which we object in the strongest possible terms.
nl|Ten eerste is elke zin voor realisme zoek wat betreft de interne markt voor energie.
en|I am not just talking about the widespread disappointment on the issue of savings tax.
nl|Bij de berekening van de kosten mag men daarmee niet nog een keer rekening houden.
en|This is the first time that the interparliamentary meeting has taken place here in Strasbourg.
nl|De herbezetting van het gebied en de verwoestingen duiden op een vastberadenheid tot koloniale annexatie.
en|The report lays stress, moreover, on the need for greater scientific knowledge about multiple sclerosis.
nl|Op middellange termijn moet ook in het Europees Parlement gelden: gelijk loon voor gelijk werk.
en|The emergence of new media has brought more dynamism and diversity into the media landscape.
nl|Wij merken allemaal dat de belangstelling voor dit gebied toeneemt, meer bepaald in dit huis.
en|This Regulation marks a step forward in terms of making rail freight transport more efficient.
nl|Nogmaals dank voor de belangstelling en het enthousiasme die u voor dit initiatief getoond hebt.
en|Mr President, ladies and gentlemen, perhaps I can pick up where Mr Müller left off.
nl|Hadden we dan de Europese Commissie verzocht om eens wat te overleggen en te coördineren?
en|Mr President, ladies and gentlemen, agriculture is without doubt in the process of changing direction.
nl|Daarnaast zijn er nog de tests op gestorven dieren en dieren met een verhoogd risico.
en|It is essential to ensure a better position for these films in third-country markets.
nl|Hoe deze productie, of consumptie, het milieu of de sociale ontwikkeling beïnvloedt wordt niet duidelijk.
en|Roma children who grow up in poverty lack the opportunities given freely to the majority.
nl|We zijn op de goede weg, maar wat we hebben, zijn toch brokstukken en bouwstenen.
en|As matters stand, infrastructure investments are made in waterways and other transport modes, for example.
nl|De verordening noemt terecht de prioriteiten in het kader van de steun aan de wederopbouw.
en|There are technical problems, however, as well as the political ones which someone pointed out.
nl|Het is vrijwel onmogelijk het over Oekraïne te hebben zonder het te hebben over kernenergie.
en|In the Auto Oil programme we had to reduce sulphur content to values in millionths.
nl|Tot nu toe gebeurt dit alles zonder dat er hierover door ons iets is besloten.
en|Drug use and violence have, despite a certain overlap, been kept apart, with good reason.
nl|Met stijgende verbazing heb ik de afgelopen maanden de activiteiten van de anti-prohibitionisten gadegeslagen.
en|National production also means Danish national production, or course, since Denmark is a European country!
nl|Hieronder valt de poging om de Strategie van Lissabon aan te zwengelen met bijkomende middelen.
en|Here too, the provisions of the Financial Regulation must be complied with to the letter.
nl|Ik hoor graag van commissaris Tajani of dit laatste uitgangspunt in acht zal worden genomen.
en|I voted today against the report on the Council Regulation amending the common agricultural policy.
nl|Zo'n controlesysteem vereist ondermeer een snelle identificatie van dieren die een potentieel gevaar vormen.
en|Anyone who reads the opinion of the Committee on Social Affairs, knows the answer: no.
nl|Ik sluit mijn opmerkingen hierbij af en zal nu met belangstelling luisteren naar het debat.
en|Before this dream turns into a nightmare, we must call a halt to this process.
nl|Het is onze verantwoordelijkheid die hoop levend te houden en de mogelijkheden open te houden.
en|After all, my mother brought me up properly and I am still a polite boy.
nl|Door deze procedure te activeren laten we zien hoeveel waarde we hechten aan deze verkiezingen.
en|Starting with the need to ensure that citizens are informed about the card’s introduction.
nl|Nederland hanteert eigen prioriteiten, in plaats van die van het verzoekende land over te nemen.
en|In this proposal, we call for a more long-term review of Parliament's expenditure.
nl|Dat is geen gemakkelijke opgave en onze hartelijke dank gaat dan ook naar hen uit.
en|It is impossible just to vote on it following the Commissioner's speech or statement.
nl|De Commissie heeft zich al verbonden tot het nemen van passende maatregelen in die richting.
en|It seems appropriate to hope that Germany will not put the brakes on enlargement policy.
nl|Wij zullen ook eens goed naar de tariefreguleringspraktijken kijken om adequate kostentoerekeningsbeginselen vrij te maken.
en|We need a strong, stable and dynamic economy to generate more jobs and more opportunity.
nl|Het pakket omvat echter enkele gevoelige punten met betrekking tot het concurrentievermogen van onze bedrijven.
en|These are concentrated rays, but they do not penetrate down to where we usually are.
nl|De EU heeft allang geprobeerd vrede en stabiliteit tot stand te brengen in het land.
en|As you know, we had a human rights dialogue, but unfortunately this did not work.
nl|Ik hoop niet dat het nodig is dat de Brusselse bureaucratie zich hiermee moet bemoeien.
en|You will, however, understand my concern when I tell you that I live in Asturias.
nl|Die strijd steunen wij, maar dan wel met eerbiediging van de grondrechten van de persoon.
en|As for enterprises, I shall mention only the most important things that have been done.
nl|Veel te lang hebben wij vrouwen voorgehouden dat ze beter moeten zijn dan hun concurrenten.
en|Year after year, this institution contributes to strengthening the trust of complainants in European institutions.
nl|   – Ik verwelkom het initiatief op het punt van het plan voor debat, dialoog en democratie.
en|We therefore register our disappointment that our proposal to support housing cooperatives was not included.
nl|De regeringen van de lidstaten verzwakken Europa immers. Wij moeten Europa nu weer sterk maken!
en|This inconsistency in many areas of policy must be addressed in this programme for 2008.
nl|Ten langen leste zal het Parlement voor het eerst worden vertegenwoordigd in het EU-paviljoen.
en|The European Agricultural Fund for Rural Development represents a great opportunity for historically underdeveloped regions.
nl|Dat laatste is essentieel, voor alle belanghebbenden, en dan zowel intern als naar buiten toe.
en|The Union therefore needs a financial instrument that allows for the financing of such measures.
nl|Als we deze kans niet weten te grijpen, zullen mensen aan beide kanten gedesillusioneerd raken.
en|Europe and our legal system are too important for us to turn a blind eye.
nl|Hoe zit het in deze context met de sport en de culturele en recreatieve diensten?
en|In the case of the bananas dispute the United States has not received such authorisation.
nl|Het debat daarover is pas net begonnen en daarom zal ik slechts drie concepten noemen.
en|The European Union must make its voice heard, particularly regarding the fate of Afghan women.
nl|Het Parlement wil echter niet zo ver gaan en beoordeelt de problemen als minder ernstig.
en|In addition, Europe must, in my view, also be cautious when it provides food aid.
nl|De humanitaire hulpverlening via ECHO, het Raadsvoorzitterschap duidde daar al op, gaat inmiddels wel door.
en|I therefore voted in favour of this resolution in full awareness of what was involved.
nl|Te weinig jonge burgers zijn bereid het risico van zelfstandig werk op zich te nemen.
en|It is extremely important that we step into the new financial period resolutely and sensibly.
nl|(PL) Mevrouw de Voorzitter, de EU staat voor de belangrijkste economische uitdaging sinds haar oprichting.
en|So, I commend the presentation, and let us hope that we continue to spend well.
nl|Ik verwelkom met name de regelgeving inzake onderhandse plaatsing, waar de commissaris ook naar verwees.
en|The important thing is to have a frank dialogue and a dialogue on every question.
nl|In tijden is het land niet zo beheerst geweest door gevoelens van angst en wanhoop.
en|This is our conception of the partnership which this Commission wishes to establish with you.
nl|Het succes van de domeinnaam hangt af van het gebruik ervan door bedrijven en organisaties.
en|Some of the headlines tell us that agriculture is to guarantee food security and traceability.
nl|Met dit initiatief krijgen we er alleen maar een paar honderd tevreden NGO's bij.
en|Unfortunately, as he has said, several key factors were lost in narrow votes in committee.
nl|Met het tweede spoorwegpakket openden wij de markt voor goederenvervoer op nationaal en internationaal niveau.
en|We also discussed the topic of the EU’s assimilation capacity and explored its implications.
nl|De Britse deskundigen hebben in de verschillen comités, ook in het veterinair comité, verslag uitgebracht.
en|It is time, ladies and gentlemen, for all MEPs to face up to their responsibilities.
nl|Wij moeten daarvoor goede voorstellen formuleren. Collega' s van het Turkse parlement volgen dit debat.
en|Throughout its Presidency, Spain will fully support the United Nations' efforts to resolve the situation.
nl|Overheidsopdrachten, waarvoor gemeenschappelijke middelen en ons gemeenschappelijk belastinggeld worden gebruikt, moeten bijdragen tot duurzame ontwikkeling.
en|We have a great deal to do, not just in Canada but in Europe too.
nl|Zijn toetreding zal de EU te ver uitrekken, overbelasten, verzwakken, misschien zelfs in gevaar brengen.
en|Therefore, allow me to remind the Council representative, Mr Winkler, of our two specific questions.
nl|Voor de rest is er te veel gepraat, zoals mijn collega Lagendijk reeds heeft aangegeven.
en|Everything that is done in this area must hang together and form a coherent whole.
nl|Bovendien moet het vraagstuk van de levensvatbaarheid van de pensioenstelsels op Europees vlak worden getild.
en|Mr Barroso, this Parliament and this parliamentary democracy are the essence of our European Union.
nl|Is het wenselijk dat Libië tot de Euro-mediterrane conferentie wordt toegelaten? Dat spreekt vanzelf.
en|When it comes to financing the measures, it is advisable to distinguish between two scenarios.
nl|Als we realistisch willen zijn, moeten we elke stap op weg naar stabiliteit nauwlettend volgen.
en|   . Madam President, Commissioner, ladies and gentlemen, I shall be brief, since time is getting on.
nl|Voor een rechtvaardige en eerlijke verdeling van de communautaire middelen is dit van essentieel belang.
en|However, as we all know, we are still a long way from achieving comprehensive electromobility.
nl|Een verdubbeling van het budget dat aan deze doelstelling wordt uitgegeven is nu echt noodzakelijk.
en|The means to which I am referring, ladies and gentlemen, is Economic and Monetary Union.
nl|Mevrouw de commissaris, u hebt kunnen zien dat veel afgevaardigden over de visserij hebben gesproken.
en|However, you can be sure that what you are trying to do will not wash!
nl|In Ierland hebben wij hetzelfde probleem en hetzelfde geldt voor de rest van de EU.
en|Whether the threshold is 1% or 0.5%, if practicable, these are a step forward.
nl|De Unie kan zich naar mijn mening niet uitbreiden als er niet meer gelijkheid komt.
en|For Greece, however, the name issue is not simply a historical, psychological or emotional problem.
nl|Om die reden dient de aalscholver te worden opgenomen in Bijlage II van de vogelrichtlijn.
en|(CS) Madam President, ladies and gentlemen, Commissioner, as we heard earlier, the situation is untenable.
nl|Er mag geen enkele twijfel bestaan ten aanzien van het vrijwillige karakter van de gezondheidskaart.
en|We shall, and must, be able to devote all our energies to these two areas.
nl|Randvoorwaarden en de wijze waarop deze in de lidstaten worden toegepast zijn van cruciaal belang.
en|This might well be a Pyrrhic victory, but we shall have to wait and see.
nl|Uitgangspunt voor mij blijft echter dat de rechten van boeren en kwekers moeten worden beschermd.
en|Economic and social changes in the EU require significant adjustments to vocational skills and qualifications.
nl|Dit idee is op felle weerstand van bepaalde landen gestuit, hetgeen u niet zal verbazen.
en|The British court is not even allowed to consider the so-called evidence against them.
nl|Daardoor moet het mogelijk zijn de samenwerking op politiek, economisch en andere gebieden te verdiepen.
en|For reasons of economy, it would have been preferable to use just one language, English.
nl|het opzetten van een veelomvattend systeem voor geleidelijke overgangssteun aan de zogenaamde "overgangsregio's”; en
en|Since the crisis, none of the Member States can pay for this spending any more.
nl|Er is geen enkele reden meer om de wetgevende rol van het Parlement te beperken.
en|Very few people know the reality of the scale of poverty and unemployment in Wales.
nl|Over het algemeen kunnen wij tevreden en trots zijn over onze aanpak van het terrorisme.
en|Are we making effective use of European funding to combat the high level of unemployment?
nl|Daarom hechten wij groot belang aan onderwijs en cultuur in de periode van de toenaderingsstrategie.
en|The remuneration provided for this assistance must also be proportionate to the work carried out.
nl|In de landen die de bescherming al hebben afgeschaft, is geen duidelijke vooruitgang te bespeuren.
en|A democratic state, which is unable to assess its own past, cannot be called democratic.
nl|Hij heeft het begrepen. Individuele, financiële verantwoordelijkheid voor de producenten van nieuwe televisies en koelkasten.
en|There is still a wealth of unexploited potential, and that is a challenge for Europe.
nl|Ik zou willen reageren op een aantal probleempunten die hier aan de orde zijn gesteld.
en|Finally the Commission cannot accept Amendment No 12 concerning the presence of a passenger list.
nl|De inflatie ligt nu rond de 3,6 procent, hoewel er 2 procent was beloofd.
en|The Internet operators and users have a lot of work to do in these areas.
nl|We kunnen in haar verslag in het kort uiteengezet de ononderbroken keten van problemen zien.
en|Mr President, nobody in his or her right mind welcomes this war or any other.
nl|Daarbij moet zo nauw mogelijk worden samengewerkt met de VN, de NAVO en andere actoren.
en|We must protect the interests of the most vulnerable and promote our own social model.
nl|Het unanieme standpunt van de PPE-Fractie ten aanzien van deze zaak heeft hiertoe bijgedragen.
en|Otherwise, the value of an enlarged Union will remain vague to the average European citizen.
nl|Er zijn talrijke gebieden van bijzonder belang waar ik apart de aandacht voor wil vragen.
en|Mr Stubb managed to thank just about everybody, but I think he forgot his grandmother.
nl|Bovendien werd zo een signaal gegeven van eensgezindheid binnen de Unie ten aanzien van Irak.
en|The rapporteur, Mrs Randzio-Plath, chose not to give a differentiated assessment for each candidate.
nl|Degenen die erbij komen zijn onze broeders, ze hadden nooit van ons gescheiden mogen worden.
en|They can flout the law and no one is going to try and enforce it.
nl|Het steunpakket heeft een omvang van 2,8 miljard euro - dat is een duur pakket.
en|(PL) Mr President, all children have the right to the love of both their parents.
nl|U vertegenwoordigt een land waarvan het volk zich verzette tegen de troepen van het Warschaupact.
en|I personally think it is quite difficult to ban household waste being used as feed.
nl|   Mevrouw de Voorzitter, dames en heren, mijn gelukwensen met het goede werk van de rapporteur.
en|Concerning the other matter, the Advisory Committee on Customs and Indirect Taxation is already operational.
nl|Wij zullen natuurlijk ook naar behoren rekening houden met de verslagen die vandaag worden behandeld.
en|I hope that the time of reflection – the crisis – will be understood as an opportunity.
nl|Daarom gaat de resolutie die wij vandaag hebben aangenomen ook over iedere familie in Litouwen.
en|I was very glad that the Commission showed willingness to take our point on board.
nl|(PL) Mijnheer de Voorzitter, Tibet is maar één klein deel van een veel groter plan.
en|However, as we said back in November, the bilateral and the multilateral are not enemies.
nl|Ik zou willen ingaan op een aantal specifieke punten die tijdens het debat zijn aangesneden.
en|The Council sometimes laments Parliament's objections to security measures that it wants to introduce.
nl|Dit ging gepaard met onlusten waarbij meer dan 130 personen om het leven zijn gekomen.
en|We need the production and distribution of energy, generation and the network, to be separated.
nl|Uiteraard moet dit akkoord duidelijkheid bieden met betrekking tot de kwesties van de toekomstige financiering.
en|As my prime minister, José Sócrates, says, we have a mandate, but not a Treaty.
nl|   . - Ik kan de heer Bradbourn verzekeren dat er wat mij betreft geen geheime agenda is.
en|Mr President, I am speaking as Chairman of the Committee on Economic and Monetary Affairs.
nl|China moet de belofte nakomen van Deng Xiao Ping: het principe "een land, twee systemen" .
en|Individual training, micro-credits, help with mobility: this is clearly about rescuing employees, not businesses.
nl|Dit zou een verder nuttig hulpmiddel zijn geweest in de strijd tegen terrorisme en criminaliteit.
en|Others said: 'there are participative and organisational issues which will be difficult, if not insurmountable'.
nl|Ik vermeld slechts de voorbeelden die vandaag aan de orde zijn geweest in deze vergaderzaal.
en|Well, I know very well that I will be greeted with smiles and grins everywhere.
nl|Mijns inziens is dit een juist voorstel en ik beveel dan ook aanneming hiervan aan.
en|I chose to abstain on this report and on the proposed amendment on fiscal convergence.
nl|Levenswijzen, tradities en rolmodellen die maatschappelijk zijn geaccepteerd in sommige EU-lidstaten, zijn Rusland vreemd.
en|We do in fact remember some wise words from Mr Prodi: zero tolerance for fraud.
nl|De vraag of de nucleaire opwerking in Sellafield door moet gaan is natuurlijk volledig legitiem.
en|The Preparatory Committee for the World Summit on the Information Society is sitting in Geneva.
nl|In amendement 1 verdwijnt de term "illegale immigratie" en in amendement 4 de term "politie" .
en|Do we want to end this, or do we just want to go on talking?
nl|Het is echter belangrijk dat we het aantal bureaus niet louter op politieke gronden opvoeren.
en|This is a given which we think should be reflected in the Commission's priorities.
nl|Samenhang heeft alles te maken met samenwerking, waarbij één instantie verantwoordelijk is voor de besluiten.
en|The governments of the Member States themselves know best how to deal with such matters.
nl|Bovendien gaat het hier ook om een fundamenteel beginsel van de Europese samenwerking - vrij verkeer.
en|The alternative would have meant leaving the Dispute Settlement Body to sort out the problem.
nl|Vanavond heeft hij opnieuw geweigerd alle informatie te verschaffen waarom al in 2003 verzocht is.
en|My question is the following: why does he still support the approval of this modification?
nl|Daar is geen justitieel toezicht op, trouwens ook geen democratisch toezicht zoals net duidelijk werd.
en|It calls on Parliament to adopt criteria for the definition of sensitive information and documents.
nl|Het belangrijkste is dat het verslag tijdig beschikbaar komt om het Europese wetgevingsproces te ondersteunen.
en|(Explanation of vote abbreviated in accordance with Rule 137(1) of the Rules of Procedure)
nl|Het verloop van deze verkiezingen leek in de verste verte niet op een democratische procedure.
en|However, I would like to ask you to put one other amendment to the vote.
nl|Wist u dat Nokia enkele decennia geleden een bekende fabrikant was van schoenen en laarzen?
en|I declare resumed the session of the European Parliament, adjourned on Friday, 19 July 1996.
nl|De mensenrechten respecteren betekent niet alleen dat nationale autoriteiten niet mogen martelen, moorden en arresteren.
en|We must therefore design an appropriate supervisory framework matching all types of payment service providers.
nl|Ondanks de problemen moeten de werkzaamheden van lokale NGO's in moeilijke omstandigheden worden gesteund.
en|Over a period this results in a great strain on the budget of the Union.
nl|Ik zou nu graag over willen gaan tot de beantwoording van een aantal concrete vragen.
en|Let me ask this question: is it certain that Turkey today thinks along these lines?
nl|Ik zou bij een aantal zaken willen stilstaan die volgens mij de nodige aandacht verdienen.
en|It is also important to encourage Russia to wind down its nuclear cooperation with Iran.
nl|De opmerking van de heer Maaten dat wij uniforme reisadviezen nodig hebben, is ook terecht.
en|Mr Kinnock, I really did try to keep up with what was going on here.
nl|(DE) Mijnheer de Voorzitter, datgene waar de heer Ferber terecht over klaagde, is weer gebeurd.
en|I find that unacceptable and must therefore reject the proposed amendments which refer to it.
nl|Ik betreur de huidige onbevredigende staat van de visbestanden in relatie tot de technische beschermingsmaatregelen.
en|For all these reasons, the new directive is a successful achievement of European energy policy.
nl|Er werd geen rekening gehouden met de bevolking en miljoenen mensen stierven een gruwelijke dood.
en|Attention should not be placed just on flexibility of labour relations, but on protected flexibility.
nl|Het unieke Europese experiment heeft, ondanks perioden van vertraging en tegenslag, tot indrukwekkende resultaten geleid.
en|I am the spokesman for the PPE Group in the Committee on External Economic Affairs.
nl|Wat oneerlijke concurrentie betreft, hebben we tegelijkertijd te maken met een voorstel van commissaris Kroes.
en|We cannot boost our competitiveness at the expense of the health and lives of workers.
nl|Terzake hebben uw ministers, mijnheer de bondskanselier, ons gestimuleerd om er echt voor te gaan.
en|We need indicators, we need aims, and we also need the mechanisms for reviewing them.
nl|Het verslag-Bauer is een zorgvuldig opgesteld document en ik wil de rapporteur daarmee gelukwensen.
en|It is important to keep in mind that another election campaign is under way too.
nl|De situatie in de Kaukasus moet op de volgende Europees-Russische top serieuze aandacht krijgen.
en|The European Parliament does not, in other words, accept games with territorial and regional autonomy.
nl|Voor lever-, hart- en longfalen in het laatste stadium, is zij de enig mogelijke behandeling.
en|Only 3 of the 25 Member States include tallow within the scope of the directive.
nl|Onder het Verdrag van Lissabon heeft dit Parlement bevoegdheden met betrekking tot de gehele begroting.
en|He will not be able to talk his way out of joint responsibility that easily.
nl|Europa moet volgens mij reageren op een mogelijke recessiespiraal met een pro-actief economisch beleid.
en|The same goes for recommitting the money, which will take place in the annual reviews.
nl|In paragraaf 14 wordt aangedrongen op de verankering van de Euro-Raad in het Verdrag.
en|For this reason I argued strongly in the past for the publication of parliamentary attendance.
nl|Het is dan ook goed dat deze posten of middelen nog in de reserve staan.
en|In future air fares are to be set out in a comprehensible and transparent way.
nl|De massamedia spelen een belangrijke, zelfs cruciale rol in de informatie van de Europese burgers.
en|Let us grasp this opportunity and present ideas for an agenda to deal with globalisation.
nl|Niemand stelt voor het koper weg te gooien en te vervangen door een ander product.
en|Another hearing – the Court hearing – will take place in Luxembourg on 24-28 April 2006.
nl|Ik hoop dat alle lidstaten hebben begrepen wat zij zich hiermee op de hals halen.
en|And where the Amsterdam Treaty offers opportunities for it, we should establish a sensible method.
nl|Naar mijn mening is kernenergie weinig geschikt om Europa naar een duurzame energietoekomst te leiden.
en|author. - Mr President, I am very glad about the very wise decision you have taken.
nl|Wij betalen dus de prijs die de landbouwer krijgt voor het rund dat hij afgeeft.
en|An understanding of this problem area is a clear ace that the new Presidency holds.
nl|Ik ben er absoluut zeker van dat u zult horen wanneer dit besluit wordt genomen.
en|   I declare resumed the session of the European Parliament adjourned on Thursday 27 October 2005.
nl|In die context - de persconferentie - merkte ik op dat de hoofdkwestie veel politieke energie kostte.
en|Amendment No 3 – this is really an old story – concerns the renewal of a Protocol.
nl|De eerste heeft betrekking op het incident in Dover, dat ons allen diep heeft geschokt.
en|As a result, the major fishing companies have overexploited stocks and plundered the spawning beds.
nl|Ten eerste: geef groen licht aan Kroatië, een Europees land dat aan alle voorwaarden voldoet.
en|(The sitting was adjourned at 7.02 p.m. and resumed at 9 p.m.)
nl|Het nakomen van de beloften die we hebben gemaakt zou al een goed begin zijn.
en|More active involvement on the part of the UN is considered important in this direction.
nl|De regeling is nu van kracht en heeft een buitengewoon goede uitwerking op het platteland.
en|What, we wonder, will happen to the rights of the people living in the region?
nl|Het betekent dat wij hun beletten voldoende te verdienen om aan onze standaarden te voldoen.
en|We do not have that information available and will not have it available so quickly.
nl|Wie zich op de markt wil handhaven, moet winst maken, anders gaat hij ten onder.
en|Oil accounts for around 37% of the energy we use, gas 24% and coal 16%.
nl|Dat betekent niet dat ik astronaut wil worden, ik ben eerder in nieuwe technologieën geïnteresseerd.
en|A European Union which adopts such a law is no longer a Europe of freedom.
nl|Het verslag-Brinkhorst bewijst dat het Parlement bereid is tot een wezenlijke en constructieve discussie.
en|I voted in favour because the scandalous amendment attacking Pope Benedict XVI had been rejected.
nl|De Commissie gaat niet akkoord met de duurzaamheidseisen in de amendementen 5, 13 en 20.
en|B5-0457/2000 by Van Orden and Deva, on behalf of the PPE-DE Group;
