en|Leaving this kind of decision to the individual is consistent with the principle of subsidiarity.
nl|Toch weten wij allang dat lage loonkosten voor de meeste bedrijfsverplaatsingen geen doorslaggevende factor zijn.
en|At the same time, sources argue that every other prostitute in Paris is from Moldova.
nl|Ook algemene vergunningen moeten openbaar worden gemaakt, met alle verplichtingen die deze met zich meebrengen.
en|Nonetheless, in my opinion, any such measure should not simply be considered a temporary measure.
nl|Het is dan ook verheugend dat de Raad in zijn gemeenschappelijk standpunt het oorsprongslandbeginsel afwijst.
en|Mr President, unlike Mr Wijsenbeek, I am delighted to welcome you to the PPE Group.
nl|Onze fractie is voor groene biotechnologie, zolang de naleving van milieu- en gezondheidsvoorschriften gegarandeerd wordt.
en|In other words, I wanted to emphasise the ESF’s potential contribution towards social inclusion.
nl|We onderhouden nauwe contacten met de Bulgaarse autoriteiten om de situatie goed te kunnen beoordelen.
en|What occurred this year could be a forerunner of still worse fires in the future.
nl|Ik weet dat de meerderheid van de Turks-Cypriotische bevolking zo'n positief antwoord wenst.
en|I believe we can be pleased about the role we ourselves played on that forum.
nl|   . – Mijnheer de Voorzitter, mijn verslag is wat minder omstreden, maar volgens mij niet minder belangrijk.
en|It is an uncontroversial report that should allow better operation of the CFP over time.
nl|Ons voorstel is nu dan ook om die wijziging te baseren op de bestaande Verdragsartikelen.
en|In this way, a love of all men is effectively transformed into hatred for everyone.
nl|Ik kan u in elk geval zeggen dat uw dankbetuigingen en uw complimenten wederzijds zijn.
en|This goes much further than opening up a sector or modifying some specific technical requirements.
nl|Dus ik hoop dat ik voor dat amendement alvast de steun van het Huis krijg.
en|The report contains far too few initiatives directed at energy savings and renewable energy sources.
nl|Als begrotingsrapporteur heb ik kunnen zien dat de financiële middelen op doelmatige wijze zijn besteed.
en|Mr President, I would like to make a comment in relation to yesterday' s Minutes.
nl|Waarde collega's, daarmee zijn wij aan het einde gekomen van de agenda voor vandaag.
en|(NL) Mr President, Commissioner, ladies and gentlemen, we are in favour of a European approach.
nl|Er is naar onze mening reden om de Rekenkamer te prijzen voor haar gedetailleerde verslag.
en|In the new financial perspective the funds must not be frittered away on sectoral projects.
nl|Mijnheer de Voorzitter, de ontwerpbegroting voor 1999 ligt zeer dicht bij het voorontwerp van begroting.
en|Now, the subject of a social Europe has been taken up by the British Presidency.
nl|Bovendien is de bescherming van de financiële belangen van de Gemeenschap een ander belangrijk doel.
en|Rather, I believe that the Commission will have to be extremely vigilant regarding this issue.
nl|Wat er morgen ook gebeurt, het lot van deze Commissie hangt af van meerdere factoren.
en|In this aspect, it is clear that respect for basic labour law standards is essential.
nl|Ze stellen immers alles in het werk om de burgers tegen Europa op te zetten.
en|I know it is early days, but we really need to get our act together.
nl|Allereerst de reikwijdte. Ongelukkigerwijs proberen de meeste amendementen de reikwijdte van het voorstel te vergroten.
en|The Commission cannot endorse this view, because these appropriations must be adopted as absolute amounts.
nl|Mijnheer de Voorzitter, ik wil de heer Wynn en zijn commissie bedanken voor hun werk.
en|With this report Parliament sends a very clear message that development concerns must come first.
nl|Het is een gegeven dat vrouwen meer kans lopen op een onzeker dienstverband dan mannen.
en|It will not be easy to do so, but it does appear to be possible.
nl|Daarnaast willen wij informatie over het lot van bepaalde rooms-katholieke bisschoppen en vermiste priesters.
en|Briefly and to the point, the Luxembourg summit was a start, a very important start.
nl|Er wacht ons nog een debat over ongewenste bijvangst, een beschamende discussie over slechte wetgeving.
en|For thousands of years, beekeeping has been an important part of Europe's cultural heritage.
nl|Het Parlement vindt dat nu al moet worden gesproken over een vervolgregeling voor de Staalsteuncode.
en|I am afraid that is par for the course for British participation in the EU.
nl|Bevoorrechte handelsbetrekkingen zijn namelijk een waarborg om het enorme economische voordeel op wereldschaal te consolideren.
en|The justification for the aid, namely the necessity to undertake excessively expensive work, still exists.
nl|We kijken er op dit moment naar, en dat zal nog wel vaker gaan gebeuren.
en|We politicians do not see problems if they are too close up or too big.
nl|Ik denk hierbij aan het opnemen van doelstellingen met betrekking tot energiegebruik en CO2-uitstootreducties.
en|Can I take up one or two points which have been made in the discussion?
nl|Ik ben ervan overtuigd dat dit voorstel met name voor de consument gunstig zal uitpakken.
en|These two projects caused such an outcry among Europeans that they had to be abandoned.
nl|Dit is geen zaak van traditie of cultuur, het is een kwestie van elementaire mensenrechten.
